DATE	PAYS_BAS	ALLEMAGNE	GRECE	FRANCE	ESPAGNE	AUTRICHE	BELGIQUE	FINLANDE	IRLANDE	ITALIE
01/01/1994	6,767188	8,379467		10,794742	22,248482	3,970406	9,579309	17,557633	15,257325	10,380267
01/12/1993	6,756828	8,284726		10,724873	22,038589		9,47812	17,552326	15,35214	10,471248
01/11/1993	6,736322	8,191405		10,67053	21,856598		9,323874	17,540296	15,36889	10,410495
01/10/1993	6,704077	8,102624		10,60532	21,739879		9,171464	17,468571	15,412039	10,387796
01/09/1993	6,659026	8,015484		10,485188	21,536581		9,03104	17,335735	15,4838	10,035047
01/08/1993	6,609057	7,926413		10,408315	21,3582		8,869334	17,103021	15,546938	9,954499
01/07/1993	6,555478	7,835521		10,331013	21,256945		8,703596	16,790371	15,628795	9,914775
01/06/1993	6,497175	7,741592		10,226431	20,909847		8,524393	16,47627	15,725133	9,882751
01/05/1993	6,436593	7,6453		10,145066	20,397556		8,366983	16,111885	15,774816	9,83828
01/04/1993	6,370407	7,5482		10,060542	20,176114		8,230031	15,649699	15,788098	9,749196
01/03/1993	6,298176	7,451173		9,946824	19,982974		8,094285	15,162094	15,844402	9,300471
01/02/1993	6,218578	7,354191		9,868127	19,523298		7,942564	14,673255	15,868342	9,110736
01/01/1993	6,126174	7,259238		9,79886	19,157471		7,803362	14,201007	15,788258	8,957138
01/12/1992	6,034831	7,166499		9,758189	18,805458		7,655309	13,859352	15,72919	8,940964
01/11/1992	5,947327	7,071634		9,693174	18,380795		7,476268	13,616064	15,66044	8,87322
01/10/1992	5,87524	6,971084		9,623299	17,967914		7,318487	13,322043	15,602501	8,875503
01/09/1992	5,812204	6,864642		9,571193	17,522892		7,208343	12,981494	15,612303	9,054869
01/08/1992	5,757555	6,752445		9,500795	17,154197		7,143182	12,610315	15,533025	9,002236
01/07/1992	5,711885	6,635093		9,435135	16,912157		7,118305	12,15741	15,393735	8,920684
01/06/1992	5,67171	6,515033		9,414939	16,671554		7,056562	11,608194	15,19155	8,655349
01/05/1992	5,641966	6,393789		9,352566	16,519217		6,972741	10,999972	15,240454	8,627061
01/04/1992	5,618467	6,276541		9,289098	16,428118		6,891467	10,458203	15,316995	8,656844
01/03/1992	5,601296	6,171593		9,262996	16,252464		6,79606	10,087793	15,26624	8,716441
01/02/1992	5,596304	6,086864		9,197688	16,079259		6,731004	9,856027	15,199476	8,710719
01/01/1992	5,598344	6,019721		9,131986	15,982913		6,697037	9,594454	15,144291	8,618993
01/12/1991	5,617344	5,960993		9,068874	15,9318		6,654816	9,167789	15,122075	8,576695
01/11/1991	5,633392	5,899503		8,994979	15,878293		6,590643	8,671081	15,111695	8,665821
01/10/1991	5,650351	5,826743		8,913297	15,916913		6,493931	8,285649	15,078609	8,543472
01/09/1991	5,665679	5,73952		8,784612	15,86429		6,424935	7,952284	15,067673	8,472932
01/08/1991	5,682627	5,640756		8,702259	15,765054		6,41227	7,476225	15,035363	8,425463
01/07/1991	5,700938	5,535147		8,627041	15,617892		6,43936	6,919592	14,955956	8,404869
01/06/1991	5,72176	5,432728		8,516891	15,402326		6,445687	6,404933	14,805505	8,406764
01/05/1991	5,744543	5,345721		8,456915	15,264914		6,399174	5,915853	14,695853	8,450914
01/04/1991	5,767601	5,288734		8,405093	15,18125		6,362814	5,44574	14,558856	8,51274
01/03/1991	5,791713	5,257498		8,314214	15,119616		6,372061	5,023909	14,333943	8,560087
01/02/1991	5,815444	5,237838		8,292945	15,125846		6,361978	4,632638	14,086429	8,617383
01/01/1991	5,835581	5,227444		8,294373	15,128417		6,361519	4,256848	13,870288	8,66529
01/12/1990	5,861644			8,277843	15,295968		6,393401	3,941974	13,714126	8,737962
01/11/1990	5,887022			8,302422	15,275299		6,388544	3,693595	13,584428	8,736417
01/10/1990	5,921072			8,327974	15,301923		6,376205	3,45572	13,438939	8,754392
01/09/1990	5,956787			8,305113	15,251897		6,390499	3,213168	13,349487	8,773076
01/08/1990	5,99425			8,3374	15,31635		6,464242	3,013157	13,287996	8,75204
01/07/1990	6,035891			8,376636	15,307181		6,552916	2,891192	13,248583	8,82946
01/06/1990	6,075668			8,392315	15,461049		6,586138	2,855129	13,20856	8,944003
01/05/1990	6,119982			8,435319	15,596872		6,601997	2,901855	13,200379	8,924924
01/04/1990	6,165967			8,475987	15,631954		6,634449	2,988209	13,233418	8,865392
01/03/1990	6,212302			8,498078	15,61857		6,682832	3,030241	13,447568	8,935936
01/02/1990	6,262234			8,537145	15,750912		6,747809	3,012306	13,69385	9,049536
01/01/1990	6,310925			8,577332	15,860794		6,828336	2,973252	13,830297	9,140462
01/12/1989	6,36811			8,627017	16,13956		6,906839	2,93819	13,948734	9,251034
01/11/1989	6,423256			8,654088	16,132441		6,957155	2,909864	14,071663	9,354136
01/10/1989	6,482584			8,666918	16,100289		7,008716	2,882318	14,200704	9,442408
01/09/1989	6,54333			8,659318	15,982099		7,127678	2,881266	14,336999	9,579988
01/08/1989	6,605477			8,662996	16,155585		7,233195	2,913574	14,457655	9,701208
01/07/1989	6,667681			8,671796	16,217615		7,316354	2,942557	14,636423	9,771332
01/06/1989	6,733393			8,680947	16,439552		7,416263	2,980502	14,870253	9,838075
01/05/1989	6,79972			8,694593	16,656233		7,496141	3,080449	14,959609	9,826637
01/04/1989	6,864925			8,707974	16,878756		7,622254	3,227418	15,098949	9,799852
01/03/1989	6,930669			8,690206	17,10412		7,733945	3,365201	15,246576	9,815895
01/02/1989	6,994439			8,719832	17,313184		7,803855	3,470425	15,35964	9,845069
01/01/1989	7,0558			8,766077	17,508504		7,940539	3,558199	15,528839	9,828661
01/12/1988	7,117726			8,763941	17,633577		8,08265	3,639632	15,667426	9,792669
01/11/1988	7,179319			8,814245	17,726983		8,186444	3,727572	15,832672	9,825317
01/10/1988	7,233053			8,852478	17,967219		8,302027	3,827339	15,956626	9,751012
01/09/1988	7,283396			8,762468	18,387825		8,469813	3,916436	16,067897	9,603898
01/08/1988	7,326953			8,797692	18,718392		8,671693	4,015739	16,198837	9,637356
01/07/1988	7,363845			8,843362	18,90919		8,82737	4,145986	16,239056	9,61078
01/06/1988	7,397783			8,791214	19,026631		8,941995	4,273862	16,258856	9,63201
01/05/1988	7,424965			8,843631	19,087809		9,072592	4,348615	16,342044	9,641385
01/04/1988	7,445739			8,893677	19,087908		9,187136	4,384179	16,443513	9,668612
01/03/1988	7,461442			8,845492	19,121389		9,281226	4,45949	16,537255	9,742006
01/02/1988	7,470812			8,905837	19,226773		9,376971	4,597428	16,50923	9,72574
01/01/1988	7,47245			8,980001	19,342887		9,45742	4,757101	16,508162	9,729969
01/12/1987	7,476062			9,002603	19,383413		9,527549		16,530782	9,72583
01/11/1987	7,472756			9,068031	19,411398		9,583687		16,504863	9,709828
01/10/1987	7,472564			9,111655	19,547642		9,616859		16,508058	9,758216
01/09/1987	7,468949			9,062257	19,693106		9,632769		16,52158	9,818092
01/08/1987	7,463781			9,090808	19,693558		9,718426		16,533438	9,816242
01/07/1987	7,460783			9,127746	19,723968		9,828414		16,581312	9,83477
01/06/1987	7,45371			9,130575	19,630928		9,871286		16,668061	9,933175
01/05/1987	7,44947			9,175486	19,661766		9,915841		16,738314	9,650966
01/04/1987	7,446613			9,220791	19,770327		9,958864		16,654619	9,367238
01/03/1987	7,443274			9,235532	19,915259		9,972627		16,656994	9,285546
01/02/1987	7,441057			9,270948	20,066089		10,040128		16,740095	9,254149
01/01/1987	7,437659			9,296533	20,195775		10,118929		16,811061	9,249951
01/12/1986	7,440514			9,237696	20,228237		10,089454		16,808404	9,186954
01/11/1986	7,445352			9,224125	20,255259		10,078264		16,763057	9,104156
01/10/1986	7,462207			9,17736	20,198915		10,032155		16,744018	9,10725
01/09/1986	7,485866			9,003195	20,270647		9,925566		16,783761	9,083262
01/08/1986	7,515774			8,943472	20,28318		9,940221		16,832807	8,992146
01/07/1986	7,552318			8,896625	20,357408		10,031121		16,865725	8,895402
01/06/1986	7,595762			8,797653	20,386207		10,079678		16,898904	8,823971
01/05/1986	7,645567			8,760364	20,49296		10,086888		16,845344	8,783686
01/04/1986	7,700935			8,719645	20,561989		10,091836		16,821806	8,748751
01/03/1986	7,761987			8,602242			10,083595		16,848147	8,638993
01/02/1986	7,829632			8,592846			10,078291		16,823106	8,564968
01/01/1986	7,902459			8,61837			10,056438		16,94079	8,506492
01/12/1985	7,985925			8,669623			9,993667		16,967921	8,491769
01/11/1985	8,068925			8,705256			9,941298		16,911566	8,423545
01/10/1985	8,154283			8,71604			9,933249		16,997134	8,329749
01/09/1985	8,238741			8,673493			9,918186		17,073849	8,258286
01/08/1985	8,322728			8,663757			9,889763		17,016682	8,224472
01/07/1985	8,407627			8,662207			9,902284		16,929181	8,175844
01/06/1985	8,491835			8,695007			10,003731		16,808485	8,109648
01/05/1985	8,575666			8,66307			10,118296		16,727684	8,025727
01/04/1985	8,657652			8,670514			10,221374		16,705981	7,988678
01/03/1985	8,737544			8,687407			10,409465		16,648249	7,992512
01/02/1985	8,815973			8,705156			10,610127		16,554405	8,011429
01/01/1985	8,89084			8,733249			10,621711		16,34289	7,951475
01/12/1984	8,965336			8,772042			10,65683		16,145421	7,853703
01/11/1984	9,037438			8,776482			10,763026		16,003514	7,772464
01/10/1984	9,10347			8,746996			10,799543		15,840076	7,798965
01/09/1984	9,165836			8,645796			10,885804		15,692546	7,797773
01/08/1984	9,222004			8,575836			10,870721		15,550055	7,772353
01/07/1984	9,271379			8,504789			10,790212		15,483231	7,783202
01/06/1984	9,318878			8,442037			10,791904		15,410776	7,78336
01/05/1984	9,360016			8,366925			10,807817		15,378037	7,849118
01/04/1984	9,395012			8,289314			10,815453		15,317413	7,878506
01/03/1984	9,425251			8,223059			10,84917		15,183899	7,846617
01/02/1984	9,448282			8,14354			10,858191		15,059648	7,902223
01/01/1984	9,463776			8,064867			10,881291		14,872694	7,925105
01/12/1983	9,479459			8,000775			10,945208		14,725609	7,764134
01/11/1983	9,491561			7,911711			11,001032		14,618065	7,718231
01/10/1983	9,50244			7,816434			11,001717		14,461424	7,6078
01/09/1983	9,509866			7,697085			10,933408		14,264418	7,484742
01/08/1983	9,513765			7,585031			10,839812		14,118204	7,432726
01/07/1983	9,516523			7,468825			10,764507		14,007065	7,405415
01/06/1983	9,516138			7,376763			10,695212		13,880253	7,349203
01/05/1983	9,515137			7,211908			10,652938		13,717205	7,257769
01/04/1983	9,511873			7,002699			10,618905		13,542097	7,215168
01/03/1983	9,505579			6,70056			10,560635		13,373342	7,225341
01/02/1983	9,498428			6,73352			10,484912		13,165971	7,063909
01/01/1983	9,487628			7,057988			10,420417		12,941238	6,919804
